Rating_id,movie_clip_id,user_id,rating
0,0,0,4
1,1,0,7
2,2,0,4
3,3,0,8
4,4,0,7
5,5,0,5
6,6,0,7
7,7,0,8
8,8,0,8
9,9,0,8
10,10,1,6
11,11,1,7
12,12,1,5
13,13,1,10
14,14,1,7
15,2,1,6
16,15,1,8
17,16,1,8
18,17,1,7
19,18,1,7
20,19,1,6
21,20,1,9
22,21,1,7
23,22,1,9
24,23,1,8
25,24,1,6
26,25,1,7
27,26,1,5
28,27,1,8
29,28,1,9
30,5,2,5
31,29,2,3
32,30,2,7
33,31,2,6
34,32,2,0
35,33,2,5
36,34,2,6
37,35,2,5
38,36,2,3
39,37,2,6
40,38,3,2
41,39,3,5
42,40,3,4
43,41,3,1
44,42,3,0
45,43,3,8
46,44,3,8
47,7,3,6
48,45,3,10
49,46,3,4
50,47,4,2
51,31,4,8
52,42,4,7
53,44,4,8
54,48,4,9
55,49,4,7
56,50,4,4
57,51,4,0
58,52,4,6
59,6,4,10
60,53,5,6
61,54,5,8
62,55,5,3
63,56,5,7
64,22,5,9
65,3,5,2
66,57,5,1
67,58,5,7
68,59,5,7
69,60,5,8
70,61,6,0
71,45,6,8
72,62,6,8
73,26,6,5
74,63,6,7
75,10,6,7
76,64,6,7
77,65,6,8
78,66,6,3
79,67,6,5
80,68,7,1
81,69,7,7
82,70,7,5
83,32,7,5
84,71,7,6
85,72,7,4
86,73,7,7
87,74,7,7
88,75,7,8
89,25,7,6
90,76,8,7
91,53,8,7
92,77,8,6
93,78,8,5
94,42,8,8
95,58,8,8
96,79,8,7
97,80,8,5
98,81,8,5
99,9,8,8
100,82,9,5
101,14,9,7
102,21,9,10
103,83,9,5
104,84,9,7
105,31,9,10
106,85,9,5
107,86,9,10
108,87,9,10
109,88,9,10
110,89,10,1
111,56,10,3
112,90,10,4
113,19,10,6
114,64,10,6
115,47,10,3
116,91,10,8
117,92,10,9
118,93,10,5
119,94,10,5
120,95,11,7
121,51,11,7
122,96,11,10
123,97,11,8
124,8,11,9
125,31,11,9
126,98,11,9
127,53,11,8
128,6,11,7
129,45,11,7
130,99,12,1
131,54,12,8
132,100,12,7
133,101,12,4
134,102,12,9
135,103,12,8
136,104,12,7
137,105,12,7
138,55,12,5
139,106,12,6
140,107,13,5
141,29,13,7
142,35,13,5
143,106,13,8
144,53,13,6
145,6,13,4
146,108,13,9
147,109,13,10
148,110,13,2
149,111,13,8
150,66,14,9
151,1,14,7
152,29,14,4
153,57,14,8
154,107,14,7
155,20,14,6
156,77,14,8
157,112,14,6
158,113,14,9
159,53,14,7
160,114,15,8
161,115,15,10
162,83,15,8
163,113,15,7
164,63,15,7
165,116,15,7
166,117,15,6
167,118,15,7
168,81,15,5
169,119,15,8
170,65,16,5
171,26,16,2
172,120,16,8
173,121,16,10
174,41,16,6
175,122,16,10
176,0,16,6
177,123,16,7
178,89,16,4
179,124,16,7
180,125,17,5
181,99,17,7
182,63,17,8
183,126,17,8
184,1,17,5
185,117,17,4
186,97,17,0
187,42,17,9
188,127,17,1
189,128,17,0
190,106,18,4
191,129,18,8
192,130,18,8
193,88,18,7
194,18,18,6
195,131,18,7
196,65,18,5
197,132,18,7
198,133,18,8
199,19,18,7
200,133,19,3
201,134,19,5
202,99,19,5
203,39,19,2
204,135,19,5
205,136,19,8
206,106,19,6
207,117,19,4
208,137,19,6
209,123,19,7
210,104,20,0
211,138,20,5
212,92,20,8
213,139,20,0
214,140,20,5
215,111,20,7
216,67,20,5
217,38,20,2
218,59,20,4
219,120,20,10
220,141,21,8
221,55,21,6
222,39,21,8
223,142,21,8
224,121,21,8
225,78,21,7
226,40,21,7
227,43,21,7
228,88,21,7
229,143,21,7
230,97,22,8
231,144,22,6
232,145,22,10
233,146,22,5
234,66,22,8
235,147,22,7
236,45,22,10
237,148,22,3
238,6,22,4
239,23,22,5
240,125,23,1
241,149,23,2
242,12,23,0
243,150,23,4
244,26,23,6
245,45,23,5
246,151,23,8
247,152,23,8
248,67,23,5
249,153,23,6
250,154,24,5
251,79,24,1
252,149,24,6
253,55,24,8
254,5,24,0
255,123,24,10
256,155,24,7
257,69,24,7
258,54,24,7
259,156,24,8
260,157,25,8
261,47,25,6
262,158,25,9
263,49,25,10
264,159,25,8
265,160,25,7
266,10,25,6
267,151,25,7
268,6,25,7
269,149,25,8
270,76,26,7
271,138,26,5
272,61,26,6
273,102,26,6
274,111,26,7
275,161,26,3
276,123,26,5
277,162,26,4
278,163,26,5
279,26,26,7
280,38,27,7
281,107,27,2
282,50,27,1
283,67,27,1
284,152,27,0
285,46,27,5
286,148,27,0
287,113,27,8
288,144,27,5
289,101,27,5
290,164,28,6
291,40,28,7
292,111,28,7
293,59,28,6
294,43,28,7
295,65,28,7
296,38,28,6
297,74,28,8
298,165,28,8
299,166,28,8
300,53,29,1
301,137,29,4
302,33,29,7
303,140,29,6
304,32,29,2
305,57,29,8
306,125,29,10
307,7,29,6
308,167,29,6
309,25,29,6
310,168,30,8
311,27,30,7
312,169,30,8
313,170,30,8
314,1,30,9
315,2,30,7
316,76,30,6
317,164,30,6
318,5,30,7
319,107,30,6
320,134,31,5
321,96,31,8
322,52,31,9
323,171,31,5
324,35,31,7
325,172,31,7
326,129,31,1
327,117,31,3
328,46,31,5
329,173,31,5
330,174,32,7
331,147,32,6
332,175,32,7
333,176,32,8
334,103,32,9
335,117,32,6
336,7,32,6
337,25,32,6
338,40,32,9
339,119,32,6
340,41,33,6
341,125,33,7
342,53,33,9
343,177,33,8
344,124,33,9
345,88,33,7
346,92,33,7
347,178,33,9
348,175,33,8
349,172,33,8
350,179,34,6
351,91,34,8
352,107,34,5
353,89,34,0
354,26,34,1
355,119,34,5
356,78,34,9
357,177,34,6
358,103,34,8
359,21,34,8
360,147,35,6
361,174,35,1
362,99,35,2
363,77,35,5
364,153,35,7
365,136,35,9
366,53,35,4
367,39,35,9
368,140,35,5
369,25,35,4
370,48,36,7
371,13,36,8
372,77,36,6
373,63,36,4
374,49,36,5
375,153,36,8
376,14,36,5
377,42,36,8
378,158,36,7
379,99,36,8
380,81,37,6
381,180,37,4
382,94,37,7
383,181,37,7
384,21,37,9
385,48,37,9
386,41,37,3
387,22,37,5
388,27,37,8
389,158,37,7
390,31,38,8
391,165,38,6
392,134,38,7
393,158,38,7
394,63,38,8
395,163,38,9
396,2,38,7
397,101,38,8
398,26,38,6
399,44,38,7
400,160,39,8
401,182,39,2
402,52,39,7
403,183,39,8
404,99,39,1
405,38,39,6
406,184,39,7
407,76,39,5
408,185,39,9
409,162,39,3
410,140,40,8
411,121,40,9
412,74,40,8
413,147,40,7
414,172,40,8
415,25,40,8
416,97,40,93
417,186,40,9
418,43,40,9
419,26,40,9
420,187,41,8
421,138,41,7
422,182,41,5
423,133,41,7
424,116,41,6
425,157,41,5
426,160,41,8
427,14,41,9
428,104,41,55
429,62,41,8
430,168,42,10
431,34,42,8
432,188,42,7
433,189,42,8
434,14,42,6
435,104,42,5
436,2,42,5
437,35,42,5
438,42,42,8
439,138,42,5
440,40,43,4
441,49,43,10
442,16,43,4
443,104,43,0
444,51,43,2
445,103,43,7
446,107,43,3
447,105,43,1
448,114,43,4
449,21,43,4
450,105,44,0
451,79,44,3
452,21,44,10
453,1,44,11
454,148,44,6
455,190,44,8
456,31,44,9
457,93,44,5
458,106,44,9
459,84,44,7
460,187,45,8
461,56,45,10
462,191,45,10
463,105,45,10
464,80,45,3
465,192,45,10
466,19,45,10
467,185,45,8
468,102,45,8
469,76,45,5
470,68,46,6
471,82,46,8
472,193,46,6
473,32,46,2
474,34,46,7
475,83,46,7
476,19,46,4
477,60,46,9
478,143,46,9
479,38,46,8
480,41,47,2
481,22,47,8
482,194,47,9
483,31,47,1
484,134,47,0
485,5,47,0
486,85,47,0
487,195,47,1
488,18,47,1
489,118,47,9
490,58,48,8
491,93,48,2
492,155,48,9
493,82,48,7
494,134,48,1
495,146,48,7
496,196,48,9
497,3,48,9
498,18,48,8
499,74,48,4
500,87,49,3
501,174,49,3
502,38,49,6
503,185,49,4
504,55,49,1
505,100,49,7
506,70,49,4
507,35,49,5
508,188,49,8
509,86,49,8
510,125,50,6
511,26,50,6
512,155,50,5
513,197,50,5
514,40,50,5
515,97,50,5
516,84,50,5
517,80,50,5
518,123,50,
519,167,50,5
520,35,51,2
521,164,51,5
522,127,51,7
523,34,51,3
524,31,51,5
525,98,51,6
526,109,51,7
527,97,51,3
528,198,51,5
529,38,51,5
530,83,52,8
531,199,52,9
532,100,52,8
533,200,52,7
534,125,52,7
535,38,52,6
536,65,52,5
537,3,52,7
538,97,52,7
539,2,52,6
540,84,53,3
541,201,53,6
542,202,53,6
543,27,53,5
544,117,53,3
545,101,53,5
546,72,53,5
547,194,53,6
548,11,53,7
549,88,53,6
550,169,54,8
551,104,54,7
552,203,54,8
553,105,54,8
554,65,54,7
555,199,54,9
556,123,54,8
557,32,54,7
558,34,54,9
559,204,54,9
560,56,55,6
561,205,55,8
562,45,55,5
563,179,55,7
564,146,55,6
565,13,55,7
566,201,55,0
567,162,55,2
568,68,55,3
569,9,55,5
570,122,56,9
571,59,56,3
572,11,56,10
573,72,56,6
574,160,56,8
575,204,56,5
576,206,56,7
577,47,56,4
578,207,56,5
579,133,56,6
580,99,57,2
581,49,57,8
582,165,57,10
583,29,57,9
584,154,57,9
585,129,57,0
586,208,57,8
587,209,57,9
588,21,57,10
589,53,57,0
590,179,58,5
591,35,58,5
592,12,58,5
593,5,58,4
594,177,58,7
595,36,58,6
596,54,58,7
597,102,58,7
598,210,58,6
599,81,58,4
600,107,59,9
601,197,59,7
602,53,59,7
603,150,59,6
604,94,59,6
605,60,59,7
606,71,59,8
607,204,59,8
608,100,59,6
609,21,59,9
610,131,60,3
611,156,60,0
612,123,60,3
613,140,60,5
614,74,60,6
615,118,60,3
616,62,60,10
617,211,60,6
618,107,60,5
619,173,60,6
620,5,61,5
621,212,61,1
622,121,61,8
623,137,61,5
624,45,61,8
625,85,61,5
626,200,61,6
627,155,61,5
628,80,61,5
629,90,61,5
630,116,62,6
631,154,62,7
632,19,62,8
633,213,62,6
634,76,62,8
635,99,62,7
636,3,62,7
637,29,62,5
638,180,62,6
639,35,62,5
640,53,63,6
641,45,63,8
642,27,63,7
643,112,63,9
644,67,63,7
645,211,63,8
646,214,63,7
647,31,63,8
648,215,63,7
649,132,63,8
650,173,64,5
651,204,64,9
652,38,64,9
653,6,64,7
654,94,64,8
655,70,64,5
656,216,64,9
657,217,64,9
658,199,64,9
659,212,64,9
660,107,65,8
661,2,65,5
662,141,65,6
663,144,65,8
664,189,65,6
665,1,65,9
666,29,65,3
667,130,65,6
668,57,65,7
669,54,65,9
670,156,66,8
671,180,66,4
672,162,66,6
673,205,66,8
674,18,66,7
675,44,66,7
676,151,66,9
677,60,66,8
678,132,66,7
679,166,66,8
680,85,67,5
681,218,67,7
682,26,67,7
683,57,67,6
684,183,67,8
685,156,67,8
686,219,67,5
687,56,67,5
688,84,67,6
689,21,67,6
690,190,68,2
691,70,68,2
692,24,68,5
693,183,68,5
694,9,68,8
695,218,68,6
696,34,68,6
697,84,68,2
698,142,68,8
699,14,68,5
700,42,69,7
701,62,69,4
702,220,69,7
703,93,69,7
704,204,69,78
705,151,69,9
706,146,69,7
707,1,69,7
708,29,69,7
709,221,69,6
710,45,70,4
711,50,70,8
712,34,70,7
713,117,70,7
714,155,70,6
715,142,70,6
716,188,70,5
717,169,70,4
718,119,70,7
719,10,70,7
720,158,71,6
721,95,71,6
722,3,71,7
723,222,71,5
724,135,71,5
725,172,71,7
726,90,71,7
727,25,71,7
728,53,71,8
729,162,71,6
730,151,72,5
731,47,72,8
732,83,72,6
733,139,72,8
734,109,72,10
735,132,72,5
736,207,72,3
737,173,72,7
738,77,72,6
739,17,72,8
740,213,73,6
741,70,73,5
742,184,73,9
743,162,73,6
744,15,73,9
745,112,73,9
746,131,73,7
747,21,73,8
748,223,73,7
749,101,73,6
750,224,74,9
751,63,74,6
752,225,74,7
753,146,74,0
754,101,74,8
755,54,74,7
756,86,74,9
757,109,74,9
758,107,74,7
759,110,74,5
760,113,75,8
761,83,75,8
762,51,75,7
763,38,75,7
764,173,75,8
765,226,75,7
766,129,75,9
767,63,75,7
768,70,75,7
769,87,75,9
770,180,76,7
771,34,76,8
772,185,76,7
773,119,76,9
774,0,76,9
775,164,76,9
776,83,76,8
777,161,76,9
778,148,76,8
779,70,76,7
780,27,77,7
781,89,77,5
782,180,77,3
783,184,77,7
784,88,77,6
785,155,77,8
786,187,77,10
787,227,77,9
788,21,77,10
789,51,77,8
790,189,78,6
791,120,78,7
792,179,78,6
793,105,78,7
794,91,78,8
795,225,78,4
796,109,78,10
797,39,78,7
798,65,78,8
799,183,78,9
800,151,79,8
801,109,79,9
802,47,79,9
803,13,79,8
804,162,79,9
805,12,79,9
806,59,79,8
807,149,79,8
808,111,79,10
809,64,79,8
810,228,80,7
811,29,80,3
812,220,80,6
813,221,80,3
814,225,80,8
815,21,80,7
816,178,80,10
817,146,80,7
818,172,80,7
819,103,80,4
820,72,81,7
821,148,81,7
822,229,81,8
823,16,81,8
824,1,81,7
825,67,81,7
826,11,81,9
827,26,81,8
828,230,81,8
829,212,81,7
830,227,82,5
831,176,82,4
832,21,82,4
833,198,82,3
834,35,82,4
835,14,82,5
836,151,82,4
837,162,82,5
838,58,82,4
839,104,82,3
840,187,83,4
841,113,83,5
842,81,83,4
843,57,83,3
844,102,83,5
845,46,83,5
846,128,83,4
847,181,83,5
848,117,83,3
849,162,83,5
850,77,84,8
851,29,84,7
852,187,84,9
853,120,84,8
854,81,84,7
855,26,84,9
856,150,84,8
857,156,84,7
858,168,84,8
859,30,84,8
860,188,85,8
861,138,85,1
862,158,85,1
863,204,85,10
864,5,85,2
865,231,85,8
866,64,85,7
867,66,85,9
868,43,85,8
869,25,85,8
870,202,86,8
871,11,86,5
872,109,86,9
873,72,86,4
874,18,86,8
875,19,86,7
876,75,86,7
877,44,86,6
878,129,86,8
879,198,86,8
880,101,87,5
881,125,87,8
882,145,87,6
883,117,87,6
884,102,87,8
885,232,87,8
886,98,87,7
887,3,87,5
888,233,87,4
889,56,87,7
890,214,88,8
891,127,88,6
892,151,88,5
893,76,88,7
894,88,88,8
895,123,88,9
896,190,88,7
897,40,88,5
898,220,88,7
899,117,88,7
900,110,89,2
901,191,89,3
902,234,89,9
903,81,89,9
904,19,89,7
905,149,89,5
906,35,89,6
907,26,89,6
908,48,89,9
909,76,89,6
910,127,90,8
911,43,90,7
912,144,90,9
913,200,90,9
914,105,90,8
915,29,90,9
916,178,90,8
917,71,90,8
918,138,90,9
919,169,90,8
920,137,91,8
921,134,91,2
922,140,91,9
923,144,91,9
924,71,91,6
925,210,91,9
926,177,91,7
927,143,91,7
928,141,91,7
929,94,91,5
930,190,92,8
931,77,92,7
932,178,92,8
933,39,92,8
934,65,92,7
935,116,92,6
936,199,92,8
937,113,92,8
938,44,92,9
939,146,92,8
940,134,93,6
941,149,93,7
942,98,93,8
943,172,93,6
944,212,93,8
945,18,93,8
946,55,93,5
947,131,93,6
948,235,93,8
949,208,93,8
950,133,94,1
951,130,94,2
952,151,94,0
953,134,94,0
954,180,94,9
955,214,94,6
956,195,94,7
957,94,94,2
958,98,94,5
959,77,94,10
960,174,95,8
961,117,95,7
962,88,95,5
963,236,95,3
964,77,95,3
965,81,95,9
966,104,95,8
967,165,95,10
968,18,95,7
969,102,95,9
970,166,96,5
971,189,96,0
972,137,96,5
973,112,96,8
974,62,96,5
975,188,96,5
976,94,96,0
977,23,96,7
978,38,96,10
979,197,96,8
980,14,97,7
981,123,97,1
982,28,97,9
983,8,97,6
984,172,97,2
985,102,97,9
986,104,97,2
987,173,97,9
988,54,97,1
989,225,97,1
990,14,98,5
991,179,98,4
992,199,98,8
993,23,98,9
994,19,98,6
995,82,98,8
996,62,98,8
997,86,98,8
998,191,98,8
999,45,98,9
1000,144,99,0
1001,188,99,3
1002,161,99,5
1003,75,99,0
1004,70,99,3
1005,1,99,6
1006,214,99,0
1007,34,99,7
1008,202,99,8
1009,204,99,5
1010,51,100,4
1011,123,100,6
1012,53,100,8
1013,46,100,9
1014,125,100,4
1015,81,100,8
1016,190,100,8
1017,17,100,8
1018,44,100,7
1019,212,100,7
1020,152,101,7
1021,164,101,7
1022,171,101,6
1023,97,101,8
1024,223,101,4
1025,43,101,5
1026,11,101,8
1027,179,101,7
1028,75,101,8
1029,45,101,6
1030,0,102,6
1031,53,102,3
1032,35,102,8
1033,40,102,6
1034,143,102,9
1035,147,102,8
1036,237,102,6
1037,134,102,8
1038,215,102,9
1039,74,102,9
1040,94,103,2
1041,238,103,7
1042,36,103,7
1043,179,103,7
1044,17,103,10
1045,6,103,9
1046,215,103,9
1047,75,103,8
1048,82,103,7
1049,172,103,9
1050,223,104,5
1051,90,104,4
1052,205,104,4
1053,143,104,5
1054,183,104,8
1055,67,104,3
1056,30,104,2
1057,96,104,6
1058,239,104,6
1059,38,104,5
1060,87,105,5
1061,148,105,3
1062,131,105,6
1063,74,105,4
1064,45,105,8
1065,173,105,5
1066,79,105,7
1067,125,105,9
1068,31,105,8
1069,192,105,6
1070,90,106,7
1071,141,106,9
1072,18,106,8
1073,169,106,8
1074,27,106,7
1075,7,106,0
1076,173,106,6
1077,221,106,10
1078,177,106,7
1079,77,106,9
1080,23,107,4
1081,47,107,5
1082,129,107,3
1083,191,107,7
1084,74,107,5
1085,69,107,8
1086,174,107,9
1087,25,107,8
1088,95,107,7
1089,168,107,9
1090,52,108,7
1091,59,108,5
1092,5,108,4
1093,230,108,7
1094,77,108,8
1095,34,108,5
1096,104,108,7
1097,220,108,8
1098,93,108,8
1099,99,108,5
1100,101,109,8
1101,144,109,9
1102,214,109,6
1103,55,109,6
1104,238,109,8
1105,54,109,9
1106,99,109,7
1107,91,109,9
1108,103,109,9
1109,26,109,4
1110,117,110,6
1111,37,110,4
1112,59,110,4
1113,91,110,8
1114,2,110,9
1115,215,110,4
1116,111,110,6
1117,151,110,9
1118,62,110,8
1119,166,110,5
1120,219,111,6
1121,56,111,8
1122,34,111,7
1123,181,111,7
1124,18,111,5
1125,2,111,5
1126,180,111,6
1127,82,111,5
1128,52,111,6
1129,100,111,6
1130,178,98,8
1131,13,98,6
1132,238,98,4
1133,2,98,3
1134,53,98,2
1135,80,98,1
1136,99,98,3
998,191,98,7
1137,95,98,7
1138,237,98,2
1139,186,112,9
1140,156,112,6
1141,72,112,5
1142,65,112,6
1143,14,112,3
1144,162,112,8
1145,95,112,7
1146,101,112,6
1147,12,112,4
1148,46,112,8
1149,168,113,7
1150,5,113,5
1151,59,113,7
1152,200,113,6
1153,29,113,6
1154,113,113,8
1155,96,113,5
1156,97,113,6
1157,11,113,8
1158,77,113,7
1159,96,114,7
1160,36,114,5
1161,112,114,9
1162,223,114,9
1163,233,114,3
1164,164,114,7
1165,107,114,7
1166,125,114,8
1167,45,114,8
1168,53,114,4
1169,160,115,8
1170,36,115,7
1171,63,115,8
1172,180,115,7
1173,101,115,7
1174,173,115,9
1175,65,115,8
1176,192,115,8
1177,54,115,10
1178,129,115,9
1179,18,116,8
1180,221,116,10
1181,111,116,9
1182,211,116,4
1183,162,116,5
1184,136,116,10
1185,172,116,7
1186,120,116,8
1187,196,116,6
1188,141,116,7
1189,87,117,8
1190,201,117,2
1191,34,117,8
1192,38,117,6
1193,204,117,6
1194,63,117,8
1195,155,117,8
1196,123,117,6
1197,46,117,8
1198,144,117,6
1199,7,118,6
1200,68,118,8
1201,144,118,7
1202,25,118,8
1203,108,118,8
1204,166,118,8
1205,26,118,5
1206,52,118,7
1207,163,118,6
1208,76,118,7
1209,6,119,8
1210,99,119,9
1211,225,119,9
1212,118,119,8
1213,5,119,8
1214,25,119,8
1215,58,119,9
1216,135,119,9
1217,188,119,8
1218,68,119,8
1219,36,120,6
1220,121,120,5
1221,60,120,4
1222,123,120,4
1223,240,120,8
1224,62,120,7
1225,221,120,1
1226,229,120,6
1227,146,120,3
1228,70,120,7
1229,221,121,7
1230,138,121,7
1231,92,121,7
1232,5,121,7
1233,77,121,8
1234,6,121,8
1235,94,121,6
1236,22,121,8
1237,196,121,8
1238,189,121,8
1239,222,122,4
1240,233,122,8
1241,70,122,4
1242,176,122,6
1243,165,122,9
1244,148,122,6
1245,145,122,7
1246,54,122,8
1247,35,122,7
1248,14,122,3
1249,174,123,8
1250,233,123,6
1251,231,123,8
1252,5,123,8
1253,107,123,8
1254,136,123,9
1255,225,123,8
1256,73,123,8
1257,64,123,7
1258,49,123,7
1259,160,124,8
1260,62,124,7
1261,214,124,3
1262,5,124,4
1263,192,124,9
1264,99,124,7
1265,27,124,9
1266,41,124,8
1267,101,124,7
1268,229,124,9
1269,53,125,8
1270,123,125,6
1271,198,125,8
1272,6,125,7
1273,137,125,5
1274,99,125,7
1275,181,125,8
1276,82,125,8
1277,48,125,9
1278,114,125,7
1279,237,126,6
1280,228,126,8
1281,117,126,7
1282,64,126,9
1283,107,126,9
1284,134,126,5
1285,102,126,8
1286,28,126,9
1287,19,126,5
1288,59,126,5
1289,175,127,8
1290,128,127,9
1291,163,127,5
1292,65,127,5
1293,105,127,7
1294,25,127,7
1295,87,127,8
1296,73,127,6
1297,145,127,5
1298,13,127,7
1299,33,128,8
1300,114,128,7
1301,1,128,8
1302,213,128,6
1303,23,128,6
1304,60,128,6
1305,241,128,9
1306,21,128,7
1307,117,128,7
1308,51,128,5
1309,189,129,5
1310,229,129,6
1311,235,129,9
1312,188,129,4
1313,54,129,6
1314,180,129,1
1315,94,129,5
1316,23,129,6
1317,212,129,3
1318,242,129,5
1319,66,130,8
1320,69,130,9
1321,117,130,5
1322,206,130,6
1323,148,130,6
1324,225,130,8
1325,62,130,7
1326,4,130,6
1327,123,130,7
1328,151,130,9
1329,225,131,10
1330,172,131,8
1331,117,131,9
1332,17,131,10
1333,30,131,9
1334,0,131,10
1335,34,131,10
1336,197,131,9
1337,192,131,10
1338,35,131,10
1339,132,132,6
1340,35,132,3
1341,4,132,8
1342,107,132,8
1343,60,132,9
1344,242,132,7
1345,135,132,6
1346,202,132,10
1347,28,132,7
1348,38,132,9
1349,127,133,6
1350,21,133,10
1351,213,133,7
1352,178,133,9
1353,87,133,8
1354,138,133,7
1355,141,133,7
1356,60,133,7
1357,232,133,8
1358,239,133,7
1359,32,134,8
1360,104,134,9
1361,19,134,6
1362,160,134,8
1363,18,134,7
1364,31,134,9
1365,106,134,7
1366,14,134,9
1367,6,134,6
1368,196,134,8
1369,44,135,7
1370,85,135,5
1371,201,135,7
1372,178,135,6
1373,7,135,5
1374,141,135,6
1375,219,135,7
1376,136,135,7
1377,90,135,7
1378,225,135,8
1379,107,136,8
1380,35,136,5
1381,84,136,5
1382,93,136,6
1383,89,136,3
1384,75,136,3
1385,92,136,7
1386,6,136,7
1387,147,136,5
1388,196,136,6
1389,113,137,8
1390,243,137,7
1391,11,137,8
1392,175,137,6
1393,49,137,9
1394,33,137,6
1395,162,137,6
1396,47,137,6
1397,95,137,8
1398,182,137,6
1399,211,138,5
1400,75,138,10
1401,110,138,9
1402,206,138,7
1403,172,138,8
1404,223,138,10
1405,165,138,10
1406,187,138,10
1407,125,138,8
1408,171,138,8
1409,172,139,7
1410,134,139,7
1411,204,139,8
1412,141,139,8
1413,176,139,8
1414,118,139,8
1415,116,139,8
1416,190,139,8
1417,198,139,7
1418,49,139,9
1419,184,140,9
1420,47,140,6
1421,120,140,10
1422,201,140,7
1423,225,140,8
1424,42,140,9
1425,18,140,7
1426,73,140,9
1427,23,140,6
1428,22,140,9
1429,235,141,6
1430,212,141,6
1431,149,141,8
1432,59,141,5
1433,138,141,8
1434,113,141,9
1435,105,141,7
1436,74,141,8
1437,228,141,9
1438,243,141,8
1439,209,142,7
1440,178,142,5
1441,161,142,9
1442,199,142,1
1443,120,142,4
1444,99,142,2
1445,131,142,6
1446,0,142,3
1447,184,142,8
1448,12,142,5
1449,80,143,8
1450,79,143,9
1451,9,143,10
1452,138,143,8
1453,62,143,9
1454,38,143,7
1455,183,143,8
1456,20,143,10
1457,225,143,9
1458,136,143,10
1459,236,144,7
1460,149,144,7
1461,141,144,6
1462,120,144,8
1463,89,144,6
1464,127,144,7
1465,99,144,6
1466,160,144,7
1467,49,144,9
1468,98,144,7
1469,4,145,8
1470,132,145,4
1471,107,145,3
1472,40,145,4
1473,38,145,7
1474,94,145,3
1475,160,145,7
1476,208,145,5
1477,168,145,6
1478,119,145,5
1479,107,146,7
1480,62,146,8
1481,86,146,6
1482,45,146,9
1483,210,146,10
1484,133,146,10
1485,158,146,5
1486,32,146,7
1487,53,146,4
1488,145,146,8
1489,22,147,9
1490,158,147,8
1491,85,147,8
1492,55,147,7
1493,59,147,6
1494,193,147,8
1495,107,147,8
1496,117,147,8
1497,33,147,10
1498,125,147,10
1499,5,148,5
1500,28,148,6
1501,113,148,7
1502,198,148,6
1503,127,148,9
1504,78,148,9
1505,206,148,8
1506,221,148,7
1507,7,148,6
1508,243,148,7
1509,97,149,8
1510,60,149,7
1511,172,149,6
1512,187,149,9
1513,2,149,8
1514,87,149,9
1515,106,149,8
1516,113,149,10
1517,131,149,8
1518,228,149,8
1519,45,150,5
1520,108,150,3
1521,170,150,5
1522,188,150,5
1523,20,150,8
1524,96,150,6
1525,6,150,4
1526,146,150,3
1527,228,150,5
1528,65,150,7
